0. book(49, 80);
1362. book(13, 5);
1363. book(15, 60);
1364. book(4, 17);
1365. book(0, 87);
1366. book(80, 1);
1367. book(82, 28);
1368. book(0, 26);
1369. book(97, 51);
1370. book(16, 77);
1371. book(3, 74);
1372. book(17, 52);
1373. book(41, 8);
1374. book(29, 56);
1375. book(39, 8);
1376. book(86, 93);
1377. book(74, 71);
1378. book(87, 41);
1379. book(68, 34);
1380. book(92, 47);
1381. book(49, 74);
1382. book(9, 60);
1383. book(2, 9);
1384. book(54, 51);
1385. book(81, 7);
1386. book(3, 55);
1387. book(0, 63);
1388. book(25, 73);
1389. book(97, 55);
1390. book(65, 54);
1391. book(3, 65);
1392. book(50, 97);
1393. book(64, 53);
1394. book(23, 14);
1395. book(29, 93);
1396. book(100, 54);
1397. book(44, 73);
1398. book(24, 9);
1399. book(79, 29);
1400. book(18, 12);
1401. book(43, 76);
1402. book(95, 31);
1403. book(48, 66);
1404. book(20, 85);
1405. book(41, 20);
1406. book(94, 51);
1407. book(29, 18);
1408. book(52, 42);
1409. book(61, 1);
1410. book(12, 2);
1411. book(99, 33);
1412. book(14, 62);
1413. book(15, 58);
1414. book(42, 66);
1415. book(30, 96);
1416. book(8, 11);
1417. book(14, 72);
1418. book(62, 95);
1419. book(95, 88);
1420. book(30, 3);
1421. book(50, 84);
1422. book(26, 87);
1423. book(91, 30);
1424. book(6, 13);
1425. book(86, 64);
1426. book(85, 70);
1427. book(82, 13);
1428. book(64, 96);
1429. book(28, 10);
1430. book(24, 63);
1431. book(16, 92);
1432. book(14, 86);
1433. book(5, 22);
1434. book(2, 48);
1435. book(53, 19);
1436. book(59, 54);
1437. book(61, 1);
1438. book(15, 85);
1439. book(81, 48);
1440. book(74, 91);
1441. book(99, 25);
1442. book(35, 65);
1443. book(48, 9);
1444. book(59, 51);
1445. book(55, 78);
1446. book(34, 58);
1447. book(93, 89);
1448. book(57, 46);
1449. book(87, 63);
1450. book(1, 1);
1451. book(65, 53);
1452. book(47, 61);
1453. book(37, 6);
1454. book(90, 34);
1455. book(100, 18);
1456. book(28, 100);
1457. book(85, 94);
1458. book(12, 31);
1459. book(63, 7);
1460. book(15, 36);
1461. book(81, 91);
1462. book(16, 55);
1463. book(43, 20);
1464. book(100, 16);
1465. book(37, 31);
1466. book(68, 47);
1467. book(49, 75);
1468. book(33, 12);
1469. book(53, 86);
1470. book(81, 53);
1471. book(0, 80);
1472. book(38, 34);
1473. book(44, 57);
1474. book(45, 37);
1475. book(69, 80);
1476. book(26, 6);
1477. book(1, 65);
1478. book(34, 35);
1479. book(12, 1);
1480. book(41, 26);
1481. book(71, 75);
1482. book(32, 63);
1483. book(83, 68);
1484. book(74, 32);
1485. book(28, 30);
1486. book(35, 49);
1487. book(47, 21);
1488. book(88, 77);
1489. book(64, 22);
1490. book(90, 31);
1491. book(33, 12);
1492. book(83, 22);
1493. book(89, 16);
1494. book(30, 33);
1495. book(36, 63);
1496. book(70, 36);
1497. book(62, 35);
1498. book(72, 69);
1499. book(53, 88);
1500. book(4, 16);
1501. book(62, 12);
1502. book(100, 13);
1503. book(26, 5);
1504. book(91, 65);
1505. book(49, 74);
1506. book(31, 94);
1507. book(94, 51);
1508. book(95, 20);
1509. book(39, 34);
1510. book(38, 71);
1511. book(55, 93);
1512. book(24, 28);
1513. book(36, 61);
1514. book(77, 43);
1515. book(43, 2);
1516. book(69, 45);
1517. book(41, 34);
1518. book(11, 56);
1519. book(68, 38);
1520. book(63, 80);
1521. book(20, 92);
1522. book(68, 15);
1523. book(58, 5);
1524. book(67, 78);
1525. book(82, 21);
1526. book(74, 17);
1527. book(21, 41);
1528. book(87, 83);
1529. book(95, 97);
1530. book(88, 33);
1531. book(8, 64);
1532. book(53, 80);
1533. book(62, 8);
1534. book(66, 86);
1535. book(82, 86);
1536. book(11, 29);
1537. book(59, 81);
1538. book(70, 69);
1539. book(98, 29);
1540. book(34, 83);
1541. book(14, 85);
1542. book(26, 36);
1543. book(80, 86);
1544. book(79, 55);
1545. book(15, 41);
1546. book(38, 82);
1547. book(34, 60);
1548. book(87, 43);
1549. book(78, 93);
1550. book(6, 24);
1551. book(84, 51);
1552. book(59, 80);
1553. book(61, 52);
1554. book(76, 64);
1555. book(73, 19);
1556. book(62, 57);
1557. book(99, 99);
1558. book(14, 43);
1559. book(53, 31);
1560. book(34, 2);
1561. book(12, 9);
1562. book(52, 42);
1563. book(8, 74);
1564. book(55, 21);
1565. book(93, 96);
1566. book(80, 37);
1567. book(56, 30);
1568. book(14, 34);
1569. book(57, 28);
1570. book(16, 97);
1571. book(19, 16);
1572. book(34, 53);
1573. book(15, 5);
1574. book(97, 49);
1575. book(36, 94);
1576. book(74, 15);
1577. book(81, 16);
1578. book(9, 29);
1579. book(64, 30);
1580. book(51, 23);
1581. book(92, 46);
1582. book(72, 61);
1583. book(16, 92);
1584. book(46, 22);
1585. book(93, 18);
1586. book(93, 62);
1587. book(38, 51);
1588. book(50, 59);
1589. book(40, 95);
1590. book(45, 45);
1591. book(98, 37);
1592. book(6, 89);
1593. book(100, 82);
1594. book(22, 29);
1595. book(59, 72);
1596. book(5, 17);
1597. book(26, 72);
1598. book(82, 67);
1599. book(74, 29);
1600. book(81, 53);
1601. book(23, 94);
1602. book(34, 94);
1603. book(12, 2);
1604. book(86, 24);
1605. book(12, 54);
1606. book(6, 43);
1607. book(49, 78);
1608. book(39, 51);
1609. book(72, 81);
1610. book(49, 88);
1611. book(31, 14);
1612. book(99, 51);
1613. book(38, 88);
1614. book(58, 38);
1615. book(25, 100);
1616. book(66, 35);
1617. book(70, 38);
1618. book(3, 40);
1619. book(41, 53);
1620. book(48, 10);
1621. book(77, 97);
1622. book(88, 88);
1623. book(81, 90);
1624. book(13, 50);
1625. book(71, 75);
1626. book(78, 62);
1627. book(47, 67);
1628. book(10, 8);
1629. book(11, 76);
1630. book(73, 0);
1631. book(58, 68);
1632. book(37, 23);
1633. book(54, 59);
1634. book(28, 26);
1635. book(76, 74);
1636. book(39, 10);
1637. book(35, 5);
1638. book(62, 15);
1639. book(8, 8);
1640. book(91, 25);
1641. book(48, 40);
1642. book(70, 18);
1643. book(33, 34);
1644. book(73, 83);
1645. book(22, 52);
1646. book(30, 58);
1647. book(5, 100);
1648. book(99, 73);
1649. book(53, 74);
1650. book(99, 66);
1651. book(8, 79);
1652. book(64, 33);
1653. book(8, 68);
1654. book(94, 10);
1655. book(21, 20);
1656. book(75, 55);
1657. book(89, 94);
1658. book(61, 13);
1659. book(43, 49);
1660. book(88, 28);
1661. book(61, 57);
1662. book(29, 8);
1663. book(84, 44);
1664. book(70, 92);
1665. book(46, 34);
1666. book(66, 38);
1667. book(28, 85);
1668. book(78, 89);
1669. book(35, 59);
1670. book(89, 71);
1671. book(21, 49);
1672. book(79, 51);
1673. book(67, 71);
1674. book(33, 12);
1675. book(75, 7);
1676. book(46, 94);
1677. book(37, 66);
1678. book(63, 60);
1679. book(100, 12);
1680. book(87, 95);
1681. book(91, 10);
1682. book(93, 21);
1683. book(84, 78);
1684. book(48, 98);
1685. book(47, 37);
1686. book(95, 97);
1687. book(58, 80);
1688. book(47, 89);
1689. book(65, 69);
1690. book(25, 5);
1691. book(60, 84);
1692. book(63, 93);
1693. book(7, 43);
1694. book(7, 10);
1695. book(98, 58);
1696. book(59, 62);
1697. book(79, 28);
1698. book(60, 54);
1699. book(54, 31);
1700. book(41, 62);
1701. book(81, 86);
1702. book(75, 18);
1703. book(33, 86);
1704. book(26, 79);
1705. book(66, 16);
1706. book(11, 52);
1707. book(13, 17);
1708. book(8, 38);
1709. book(94, 65);
1710. book(53, 1);
1711. book(62, 79);
1712. book(63, 6);
1713. book(94, 90);
1714. book(78, 2);
1715. book(68, 75);
1716. book(91, 42);
1717. book(64, 24);
1718. book(94, 97);
1719. book(55, 40);
1720. book(48, 78);
1721. book(98, 97);
1722. book(31, 12);
1723. book(39, 0);
1724. book(33, 3);
1725. book(87, 48);
1726. book(90, 4);
1727. book(82, 33);
1728. book(56, 37);
1729. book(14, 1);
1730. book(81, 6);
1731. book(29, 14);
1732. book(89, 39);
1733. book(40, 21);
1734. book(71, 94);
1735. book(73, 96);
1736. book(64, 58);
1737. book(50, 61);
1738. book(29, 2);
1739. book(39, 55);
1740. book(17, 19);
1741. book(83, 6);
1742. book(31, 28);
1743. book(88, 74);
1744. book(58, 62);
1745. book(14, 4);
1746. book(58, 13);
1747. book(38, 68);
1748. book(79, 25);
1749. book(41, 15);
1750. book(67, 94);
1751. book(88, 95);
1752. book(81, 50);
1753. book(89, 24);
1754. book(100, 0);
1755. book(98, 48);
1756. book(31, 60);
1757. book(75, 65);
1758. book(2, 90);
1759. book(75, 97);
1760. book(98, 63);
1761. book(71, 49);
1762. book(32, 25);
1763. book(27, 23);
1764. book(8, 10);
1765. book(23, 45);
1766. book(46, 32);
1767. book(78, 38);
1768. book(44, 20);
1769. book(87, 2);
1770. book(100, 36);
1771. book(4, 73);
1772. book(88, 81);
1773. book(73, 29);
1774. book(66, 87);
1775. book(45, 31);
1776. book(65, 79);
1777. book(64, 49);
1778. book(96, 15);
1779. book(27, 33);
1780. book(0, 8);
1781. book(5, 98);
1782. book(81, 4);
1783. book(10, 85);
1784. book(89, 42);
1785. book(65, 78);
1786. book(85, 0);
1787. book(99, 81);
1788. book(91, 79);
1789. book(68, 35);
1790. book(76, 91);
1791. book(80, 0);
1792. book(44, 41);
1793. book(65, 47);
1794. book(65, 52);
1795. book(55, 79);
1796. book(47, 0);
1797. book(1, 88);
1798. book(36, 0);
1799. book(84, 32);
1800. book(20, 27);
1801. book(67, 68);
1802. book(18, 99);
1803. book(72, 34);
1804. book(17, 84);
1805. book(17, 14);
1806. book(3, 52);
1807. book(38, 98);
1808. book(32, 44);
1809. book(61, 18);
1810. book(73, 40);
1811. book(79, 70);
1812. book(11, 77);
1813. book(29, 36);
1814. book(62, 25);
1815. book(46, 15);
1816. book(11, 67);
1817. book(6, 77);
1818. book(0, 45);
1819. book(5, 94);
1820. book(24, 60);
1821. book(3, 78);
1822. book(33, 47);
1823. book(43, 73);
1824. book(60, 61);
1825. book(73, 23);
1826. book(78, 61);
1827. book(100, 8);
1828. book(94, 12);
1829. book(44, 65);
1830. book(19, 90);
1831. book(41, 33);
1832. book(48, 66);
1833. book(31, 20);
1834. book(10, 45);
1835. book(72, 33);
1836. book(88, 86);
1837. book(94, 89);
1838. book(6, 27);
1839. book(40, 60);
1840. book(10, 2);
1841. book(47, 100);
1842. book(66, 10);
1843. book(74, 90);
1844. book(76, 74);
1845. book(98, 87);
1846. book(98, 20);
1847. book(25, 23);
1848. book(22, 53);
1849. book(87, 70);
1850. book(68, 6);
1851. book(16, 20);
1852. book(33, 15);
1853. book(23, 88);
1854. book(82, 33);
1855. book(66, 98);
1856. book(75, 78);
1857. book(91, 16);
1858. book(79, 20);
1859. book(92, 93);
1860. book(20, 94);
1861. book(95, 6);
1862. book(30, 11);
1863. book(55, 98);
1864. book(99, 79);
1865. book(62, 50);
1866. book(15, 88);
1867. book(64, 70);
1868. book(19, 11);
1869. book(27, 44);
1870. book(16, 41);
1871. book(54, 8);
1872. book(92, 1);
1873. book(49, 99);
1874. book(92, 26);
1875. book(85, 54);
1876. book(34, 89);
1877. book(0, 14);
1878. book(71, 92);
1879. book(76, 35);
1880. book(53, 95);
1881. book(46, 50);
1882. book(55, 77);
1883. book(43, 41);
1884. book(10, 71);
1885. book(84, 95);
1886. book(35, 45);
1887. book(12, 75);
1888. book(74, 63);
1889. book(98, 15);
1890. book(88, 55);
1891. book(72, 63);
1892. book(64, 80);
1893. book(12, 44);
1894. book(11, 56);
1895. book(29, 33);
1896. book(59, 43);
1897. book(31, 4);
1898. book(98, 76);
1899. book(3, 74);
1900. book(6, 41);
1901. book(45, 58);
1902. book(9, 62);
1903. book(25, 68);
1904. book(12, 65);
1905. book(67, 82);
1906. book(22, 75);
1907. book(77, 95);
1908. book(74, 26);
1909. book(57, 67);
1910. book(2, 68);
1911. book(22, 27);
1912. book(47, 89);
1913. book(98, 58);
1914. book(14, 57);
1915. book(42, 24);
1916. book(72, 23);
1917. book(14, 83);
1918. book(74, 95);
1919. book(61, 85);
1920. book(55, 7);
1921. book(61, 28);
1922. book(13, 91);
1923. book(54, 64);
1924. book(73, 57);
1925. book(33, 72);
1926. book(97, 63);
1927. book(67, 10);
1928. book(5, 68);
1929. book(3, 57);
1930. book(93, 88);
1931. book(47, 12);
1932. book(4, 39);
1933. book(5, 14);
1934. book(55, 98);
1935. book(8, 78);
1936. book(6, 76);
1937. book(82, 67);
1938. book(93, 66);
1939. book(62, 19);
1940. book(72, 33);
1941. book(40, 91);
1942. book(36, 26);
1943. book(37, 35);
1944. book(36, 10);
1945. book(90, 76);
1946. book(7, 83);
1947. book(93, 35);
1948. book(91, 59);
1949. book(26, 59);
1950. book(87, 93);
1951. book(29, 66);
1952. book(81, 85);
1953. book(13, 45);
1954. book(32, 27);
1955. book(28, 37);
1956. book(10, 14);
1957. book(44, 28);
1958. book(21, 38);
1959. book(14, 37);
1960. book(34, 100);
1961. book(54, 5);
1962. book(89, 54);
1963. book(99, 3);
1964. book(63, 41);
1965. book(99, 91);
1966. book(20, 3);
1967. book(13, 93);
1968. book(4, 50);
1969. book(83, 40);
1970. book(13, 71);
1971. book(70, 24);
1972. book(53, 61);
1973. book(34, 86);
1974. book(52, 25);
1975. book(72, 57);
1976. book(90, 67);
1977. book(22, 59);
1978. book(40, 4);
1979. book(96, 27);
1980. book(54, 71);
1981. book(12, 0);
1982. book(66, 44);
1983. book(98, 12);
1984. book(16, 64);
1985. book(14, 37);
1986. book(71, 77);
1987. book(37, 72);
1988. book(68, 34);
1989. book(87, 43);
1990. book(49, 42);
1991. book(49, 84);
1992. book(52, 24);
1993. book(78, 32);
1994. book(80, 54);
1995. book(18, 86);
1996. book(90, 80);
1997. book(100, 59);
1998. book(12, 87);
1999. book(2, 62);
